Time,Number of Tweets,Sentiment
2020-05-27 09:18:06,152,2
2020-05-27 09:18:06,20,1
2020-05-27 09:20:07,38,0
2020-05-27 09:20:07,135,2
2020-05-27 09:20:07,23,1
2020-05-27 09:22:08,38,0
2020-05-27 09:22:08,180,2
2020-05-27 09:22:08,27,1
2020-05-27 09:24:08,34,0
2020-05-27 09:24:08,186,2
2020-05-27 09:24:08,35,1
2020-05-27 09:26:08,39,0
2020-05-27 09:26:08,155,2
2020-05-27 09:26:08,31,1
2020-05-27 09:28:10,30,0
2020-05-27 09:28:10,166,2
2020-05-27 09:28:10,40,1
2020-05-27 09:30:11,33,0
2020-05-27 09:30:11,177,2
2020-05-27 09:30:11,30,1
2020-05-27 09:32:12,28,0
2020-05-27 09:32:12,155,2
2020-05-27 09:32:12,31,1
2020-05-27 09:34:12,30,0
2020-05-27 09:34:12,102,2
2020-05-27 09:34:12,31,1
2020-05-27 09:36:12,28,0
2020-05-27 09:36:12,107,2
2020-05-27 09:36:12,22,1
2020-05-27 09:38:13,29,0
2020-05-27 09:38:13,143,2
2020-05-27 09:38:13,26,1
2020-05-27 09:40:14,37,0
2020-05-27 09:40:14,137,2
2020-05-27 09:40:14,38,1
2020-05-27 09:42:16,36,0
2020-05-27 09:42:16,114,2
2020-05-27 09:42:16,33,1
2020-05-27 09:44:16,27,0
2020-05-27 09:44:16,127,2
2020-05-27 09:44:16,19,1
2020-05-27 09:46:17,35,0
2020-05-27 09:46:17,120,2
2020-05-27 09:46:17,30,1
2020-05-27 09:48:17,24,0
2020-05-27 09:48:17,127,2
2020-05-27 09:48:17,27,1
2020-05-27 09:50:17,27,0
2020-05-27 09:50:17,117,2
2020-05-27 09:50:17,28,1
2020-05-27 09:52:18,33,0
2020-05-27 09:52:18,130,2
2020-05-27 09:52:18,22,1
2020-05-27 09:54:18,23,0
2020-05-27 09:54:18,133,2
2020-05-27 09:54:18,25,1
2020-05-27 09:56:19,19,0
2020-05-27 09:56:19,128,2
2020-05-27 09:56:19,26,1
2020-05-27 09:58:20,22,0
2020-05-27 09:58:20,116,2
2020-05-27 09:58:20,30,1
2020-05-27 10:00:20,40,0
2020-05-27 10:00:20,142,2
2020-05-27 10:00:20,31,1
2020-05-27 10:02:20,39,0
2020-05-27 10:02:20,189,2
2020-05-27 10:02:20,29,1
2020-05-27 10:04:20,34,0
2020-05-27 10:04:20,155,2
2020-05-27 10:04:20,31,1
2020-05-27 10:06:21,31,0
2020-05-27 10:06:21,153,2
2020-05-27 10:06:21,31,1
2020-05-27 10:08:21,28,0
2020-05-27 10:08:21,155,2
2020-05-27 10:08:21,33,1
2020-05-27 10:10:21,37,0
2020-05-27 10:10:21,147,2
2020-05-27 10:10:21,39,1
2020-05-27 10:12:21,45,0
2020-05-27 10:12:21,137,2
2020-05-27 10:12:21,32,1
2020-05-27 10:14:22,46,0
2020-05-27 10:14:22,140,2
2020-05-27 10:14:22,40,1
2020-05-27 10:16:22,34,0
2020-05-27 10:16:22,156,2
2020-05-27 10:16:22,34,1
2020-05-27 10:18:22,43,0
2020-05-27 10:18:22,128,2
2020-05-27 10:18:22,33,1
2020-05-27 10:20:23,25,0
2020-05-27 10:20:23,159,2
2020-05-27 10:20:23,37,1
2020-05-27 10:22:23,39,0
2020-05-27 10:22:23,149,2
2020-05-27 10:22:23,41,1
2020-05-27 10:24:24,45,0
2020-05-27 10:24:24,159,2
2020-05-27 10:24:24,42,1
2020-05-27 10:26:25,48,0
2020-05-27 10:26:25,150,2
2020-05-27 10:26:25,30,1
2020-05-27 10:28:25,38,0
2020-05-27 10:28:25,157,2
2020-05-27 10:28:25,41,1
2020-05-27 10:30:26,37,0
2020-05-27 10:30:26,145,2
2020-05-27 10:30:26,35,1
2020-05-27 10:32:27,32,0
2020-05-27 10:32:27,141,2
2020-05-27 10:32:27,44,1
2020-05-27 10:34:27,38,0
2020-05-27 10:34:27,228,2
2020-05-27 10:34:27,42,1
2020-05-27 10:36:28,52,0
2020-05-27 10:36:28,210,2
2020-05-27 10:36:28,37,1
2020-05-27 10:38:28,38,0
2020-05-27 10:38:28,165,2
2020-05-27 10:38:28,36,1
2020-05-27 10:40:29,37,0
2020-05-27 10:40:29,189,2
2020-05-27 10:40:29,41,1
2020-05-27 10:42:29,42,0
2020-05-27 10:42:29,188,2
2020-05-27 10:42:29,40,1
2020-05-27 10:44:30,41,0
2020-05-27 10:44:30,171,2
2020-05-27 10:44:30,48,1
2020-05-27 10:46:30,50,0
2020-05-27 10:46:30,195,2
2020-05-27 10:46:30,36,1
2020-05-27 10:48:31,30,0
2020-05-27 10:48:31,173,2
2020-05-27 10:48:31,38,1
2020-05-27 10:50:31,54,0
2020-05-27 10:50:31,196,2
2020-05-27 10:50:31,41,1
2020-05-27 10:52:32,30,0
2020-05-27 10:52:32,163,2
2020-05-27 10:52:32,42,1
2020-05-27 10:54:32,33,0
2020-05-27 10:54:32,192,2
2020-05-27 10:54:32,40,1
2020-05-27 10:56:32,29,0
2020-05-27 10:56:32,193,2
2020-05-27 10:56:32,45,1
2020-05-27 10:58:32,46,0
2020-05-27 10:58:32,177,2
2020-05-27 10:58:32,52,1
2020-05-27 11:00:32,50,0
2020-05-27 11:00:32,212,2
2020-05-27 11:00:32,38,1
2020-05-27 11:02:33,60,0
2020-05-27 11:02:33,194,2
2020-05-27 11:02:33,46,1
2020-05-27 11:04:33,28,0
2020-05-27 11:04:33,202,2
2020-05-27 11:04:33,43,1
2020-05-27 11:06:33,35,0
2020-05-27 11:06:33,164,2
2020-05-27 11:06:33,34,1
2020-05-27 11:08:33,50,0
2020-05-27 11:08:33,212,2
2020-05-27 11:08:33,49,1
2020-05-27 11:10:34,48,0
2020-05-27 11:10:34,230,2
2020-05-27 11:10:34,54,1
2020-05-27 11:12:34,47,0
2020-05-27 11:12:34,209,2
2020-05-27 11:12:34,48,1
2020-05-27 11:14:34,48,0
2020-05-27 11:14:34,191,2
2020-05-27 11:14:34,49,1
2020-05-27 11:16:34,44,0
2020-05-27 11:16:34,202,2
2020-05-27 11:16:34,41,1
2020-05-27 11:18:34,31,0
2020-05-27 11:18:34,179,2
2020-05-27 11:18:34,37,1
2020-05-27 11:20:35,50,0
2020-05-27 11:20:35,209,2
2020-05-27 11:20:35,35,1
2020-05-27 11:23:24,39,0
2020-05-27 11:23:24,154,2
2020-05-27 11:23:24,31,1
2020-05-27 11:25:24,60,0
2020-05-27 11:25:24,273,2
2020-05-27 11:25:24,68,1
2020-05-27 11:58:52,43,0
2020-05-27 11:58:52,201,2
2020-05-27 11:58:52,40,1
2020-05-27 12:02:52,45,0
2020-05-27 12:02:52,263,2
2020-05-27 12:02:52,46,1
2020-05-27 12:07:00,48,0
2020-05-27 12:07:00,248,2
2020-05-27 12:07:00,59,1
2020-05-27 12:09:00,63,0
2020-05-27 12:09:00,222,2
2020-05-27 12:09:00,63,1
2020-05-27 12:11:00,59,0
2020-05-27 12:11:00,226,2
2020-05-27 12:11:00,56,1
2020-05-27 12:13:00,52,0
2020-05-27 12:13:00,212,2
2020-05-27 12:13:00,63,1
2020-05-27 12:15:00,54,0
2020-05-27 12:15:00,255,2
2020-05-27 12:15:00,66,1
2020-05-27 12:17:01,62,0
2020-05-27 12:17:01,249,2
2020-05-27 12:17:01,58,1
2020-05-27 12:19:01,61,0
2020-05-27 12:19:01,300,2
2020-05-27 12:19:01,49,1
2020-05-27 12:21:02,65,0
2020-05-27 12:21:02,249,2
2020-05-27 12:21:02,62,1
2020-05-27 12:23:02,79,0
2020-05-27 12:23:02,325,2
2020-05-27 12:23:02,94,1
2020-05-27 12:25:03,97,0
2020-05-27 12:25:03,392,2
2020-05-27 12:25:03,88,1
2020-05-27 12:27:03,79,0
2020-05-27 12:27:03,336,2
2020-05-27 12:27:03,80,1
2020-05-27 12:29:03,84,0
2020-05-27 12:29:03,408,2
2020-05-27 12:29:03,88,1
2020-05-27 12:31:03,175,0
2020-05-27 12:31:03,565,2
2020-05-27 12:31:03,144,1
2020-05-27 12:33:03,150,0
2020-05-27 12:33:03,496,2
2020-05-27 12:33:03,119,1
2020-05-27 12:35:03,102,0
2020-05-27 12:35:03,452,2
2020-05-27 12:35:03,100,1
2020-05-27 12:37:03,118,0
2020-05-27 12:37:03,392,2
2020-05-27 12:37:03,118,1
2020-05-27 12:39:04,104,0
2020-05-27 12:39:04,436,2
2020-05-27 12:39:04,117,1
2020-05-27 12:41:04,123,0
2020-05-27 12:41:04,426,2
2020-05-27 12:41:04,112,1
2020-05-27 12:43:04,106,0
2020-05-27 12:43:04,440,2
2020-05-27 12:43:04,85,1
2020-05-27 12:45:05,112,0
2020-05-27 12:45:05,456,2
2020-05-27 12:45:05,114,1
2020-05-27 12:47:05,113,0
2020-05-27 12:47:05,455,2
2020-05-27 12:47:05,86,1
2020-05-27 12:49:05,119,0
2020-05-27 12:49:05,413,2
2020-05-27 12:49:05,83,1
2020-05-27 12:51:05,115,0
2020-05-27 12:51:05,388,2
2020-05-27 12:51:05,79,1
2020-05-27 12:53:05,100,0
2020-05-27 12:53:05,369,2
2020-05-27 12:53:05,77,1
2020-05-27 12:55:06,97,0
2020-05-27 12:55:06,433,2
2020-05-27 12:55:06,92,1
2020-05-27 12:57:06,101,0
2020-05-27 12:57:06,482,2
2020-05-27 12:57:06,120,1
2020-05-27 12:59:06,108,0
2020-05-27 12:59:06,584,2
2020-05-27 12:59:06,110,1
2020-05-27 13:01:06,113,0
2020-05-27 13:01:06,543,2
2020-05-27 13:01:06,122,1
2020-05-27 13:03:06,108,0
2020-05-27 13:03:06,494,2
2020-05-27 13:03:06,83,1
2020-05-27 13:05:06,90,0
2020-05-27 13:05:06,425,2
2020-05-27 13:05:06,93,1
2020-05-27 13:07:07,141,0
2020-05-27 13:07:07,531,2
2020-05-27 13:07:07,108,1
2020-05-27 13:09:07,196,0
2020-05-27 13:09:07,1182,2
2020-05-27 13:09:07,173,1
2020-05-27 13:11:07,195,0
2020-05-27 13:11:07,1312,2
2020-05-27 13:11:07,205,1
2020-05-27 13:13:07,165,0
2020-05-27 13:13:07,1006,2
2020-05-27 13:13:07,178,1
2020-05-27 13:15:07,149,0
2020-05-27 13:15:07,860,2
2020-05-27 13:15:07,146,1
2020-05-27 13:17:07,148,0
2020-05-27 13:17:07,735,2
2020-05-27 13:17:07,116,1
2020-05-27 13:19:08,204,0
2020-05-27 13:19:08,710,2
2020-05-27 13:19:08,138,1
2020-05-27 13:21:08,205,0
2020-05-27 13:21:08,871,2
2020-05-27 13:21:08,153,1
2020-05-27 13:23:08,147,0
2020-05-27 13:23:08,745,2
2020-05-27 13:23:08,119,1
2020-05-27 13:25:08,155,0
2020-05-27 13:25:08,658,2
2020-05-27 13:25:08,111,1
2020-05-27 13:27:08,136,0
2020-05-27 13:27:08,616,2
2020-05-27 13:27:08,117,1
2020-05-27 13:29:08,124,0
2020-05-27 13:29:08,663,2
2020-05-27 13:29:08,108,1
2020-05-27 13:31:09,171,0
2020-05-27 13:31:09,1101,2
2020-05-27 13:31:09,190,1
2020-05-27 13:33:09,160,0
2020-05-27 13:33:09,850,2
2020-05-27 13:33:09,137,1
2020-05-27 13:35:09,114,0
2020-05-27 13:35:09,649,2
2020-05-27 13:35:09,122,1
2020-05-27 13:37:09,150,0
2020-05-27 13:37:09,618,2
2020-05-27 13:37:09,109,1
2020-05-27 13:39:09,165,0
2020-05-27 13:39:09,745,2
2020-05-27 13:39:09,148,1
2020-05-27 13:41:09,172,0
2020-05-27 13:41:09,1177,2
2020-05-27 13:41:09,162,1
2020-05-27 13:43:09,168,0
2020-05-27 13:43:09,1006,2
2020-05-27 13:43:09,154,1
2020-05-27 13:45:09,178,0
2020-05-27 13:45:09,830,2
2020-05-27 13:45:09,168,1
2020-05-27 13:47:09,128,0
2020-05-27 13:47:09,734,2
2020-05-27 13:47:09,158,1
2020-05-27 13:49:09,113,0
2020-05-27 13:49:09,732,2
2020-05-27 13:49:09,155,1
2020-05-27 13:51:09,142,0
2020-05-27 13:51:09,728,2
2020-05-27 13:51:09,108,1
2020-05-27 13:53:09,165,0
2020-05-27 13:53:09,775,2
2020-05-27 13:53:09,167,1
2020-05-27 13:55:09,176,0
2020-05-27 13:55:09,804,2
2020-05-27 13:55:09,166,1
2020-05-27 13:57:09,178,0
2020-05-27 13:57:09,736,2
2020-05-27 13:57:09,163,1
2020-05-27 13:59:10,181,0
2020-05-27 13:59:10,712,2
2020-05-27 13:59:10,156,1
2020-05-27 14:01:10,163,0
2020-05-27 14:01:10,730,2
2020-05-27 14:01:10,175,1
2020-05-27 14:03:27,154,0
2020-05-27 14:03:27,635,2
2020-05-27 14:03:27,130,1
2020-05-27 14:05:27,150,0
2020-05-27 14:05:27,648,2
2020-05-27 14:05:27,142,1
2020-05-27 14:07:27,154,0
2020-05-27 14:07:27,666,2
2020-05-27 14:07:27,116,1
2020-05-27 14:09:27,187,0
2020-05-27 14:09:27,675,2
2020-05-27 14:09:27,179,1
2020-05-27 14:11:27,176,0
2020-05-27 14:11:27,729,2
2020-05-27 14:11:27,168,1
2020-05-27 14:13:27,244,0
2020-05-27 14:13:27,1104,2
2020-05-27 14:13:27,235,1
2020-05-27 14:15:28,257,0
2020-05-27 14:15:28,1207,2
2020-05-27 14:15:28,240,1
2020-05-27 14:17:28,229,0
2020-05-27 14:17:28,1089,2
2020-05-27 14:17:28,220,1
2020-05-27 14:19:28,210,0
2020-05-27 14:19:28,925,2
2020-05-27 14:19:28,172,1
2020-05-27 14:21:28,172,0
2020-05-27 14:21:28,675,2
2020-05-27 14:21:28,134,1
2020-05-27 14:23:28,157,0
2020-05-27 14:23:28,739,2
2020-05-27 14:23:28,174,1
2020-05-27 14:25:29,163,0
2020-05-27 14:25:29,739,2
2020-05-27 14:25:29,146,1
2020-05-27 14:27:29,190,0
2020-05-27 14:27:29,641,2
2020-05-27 14:27:29,156,1
2020-05-27 14:29:29,187,0
2020-05-27 14:29:29,719,2
2020-05-27 14:29:29,165,1
2020-05-27 14:31:29,185,0
2020-05-27 14:31:29,767,2
2020-05-27 14:31:29,180,1
2020-05-27 14:33:29,221,0
2020-05-27 14:33:29,795,2
2020-05-27 14:33:29,162,1
2020-05-27 14:35:29,213,0
2020-05-27 14:35:29,723,2
2020-05-27 14:35:29,181,1
2020-05-27 14:37:29,180,0
2020-05-27 14:37:29,719,2
2020-05-27 14:37:29,138,1
2020-05-27 14:39:29,198,0
2020-05-27 14:39:29,665,2
2020-05-27 14:39:29,167,1
2020-05-27 14:41:29,173,0
2020-05-27 14:41:29,676,2
2020-05-27 14:41:29,157,1
2020-05-27 14:43:29,189,0
2020-05-27 14:43:29,690,2
2020-05-27 14:43:29,167,1
2020-05-27 14:45:29,172,0
2020-05-27 14:45:29,717,2
2020-05-27 14:45:29,149,1
2020-05-27 14:47:29,179,0
2020-05-27 14:47:29,666,2
2020-05-27 14:47:29,173,1
2020-05-27 14:49:29,234,0
2020-05-27 14:49:29,789,2
2020-05-27 14:49:29,196,1
2020-05-27 14:51:29,253,0
2020-05-27 14:51:29,1183,2
2020-05-27 14:51:29,179,1
2020-05-27 14:53:29,325,0
2020-05-27 14:53:29,1854,2
2020-05-27 14:53:29,299,1
2020-05-27 14:55:30,260,0
2020-05-27 14:55:30,1485,2
2020-05-27 14:55:30,276,1
2020-05-27 14:57:30,226,0
2020-05-27 14:57:30,1203,2
2020-05-27 14:57:30,245,1
2020-05-27 14:59:30,227,0
2020-05-27 14:59:30,936,2
2020-05-27 14:59:30,208,1
2020-05-27 15:01:30,230,0
2020-05-27 15:01:30,913,2
2020-05-27 15:01:30,186,1
2020-05-27 15:03:30,198,0
2020-05-27 15:03:30,782,2
2020-05-27 15:03:30,196,1
2020-05-27 15:05:30,177,0
2020-05-27 15:05:30,741,2
2020-05-27 15:05:30,148,1
2020-05-27 15:07:30,171,0
2020-05-27 15:07:30,682,2
2020-05-27 15:07:30,168,1
2020-05-27 15:09:31,184,0
2020-05-27 15:09:31,695,2
2020-05-27 15:09:31,150,1
2020-05-27 15:11:31,183,0
2020-05-27 15:11:31,717,2
2020-05-27 15:11:31,151,1
2020-05-27 15:13:31,182,0
2020-05-27 15:13:31,732,2
2020-05-27 15:13:31,155,1
2020-05-27 15:15:31,203,0
2020-05-27 15:15:31,661,2
2020-05-27 15:15:31,142,1
2020-05-27 15:17:31,208,0
2020-05-27 15:17:31,781,2
2020-05-27 15:17:31,185,1
2020-05-27 15:19:31,213,0
2020-05-27 15:19:31,803,2
2020-05-27 15:19:31,188,1
2020-05-27 15:21:31,218,0
2020-05-27 15:21:31,962,2
2020-05-27 15:21:31,214,1
2020-05-27 15:23:32,204,0
2020-05-27 15:23:32,969,2
2020-05-27 15:23:32,227,1
2020-05-27 15:25:32,217,0
2020-05-27 15:25:32,912,2
2020-05-27 15:25:32,223,1
2020-05-27 15:27:32,204,0
2020-05-27 15:27:32,881,2
2020-05-27 15:27:32,225,1
2020-05-27 15:29:32,220,0
2020-05-27 15:29:32,853,2
2020-05-27 15:29:32,200,1
2020-05-27 15:31:32,220,0
2020-05-27 15:31:32,819,2
2020-05-27 15:31:32,181,1
2020-05-27 15:33:32,234,0
2020-05-27 15:33:32,778,2
2020-05-27 15:33:32,201,1
2020-05-27 15:35:32,199,0
2020-05-27 15:35:32,867,2
2020-05-27 15:35:32,212,1
2020-05-27 15:37:33,208,0
2020-05-27 15:37:33,969,2
2020-05-27 15:37:33,201,1
2020-05-27 15:39:33,231,0
2020-05-27 15:39:33,807,2
2020-05-27 15:39:33,199,1
2020-05-27 15:41:33,231,0
2020-05-27 15:41:33,897,2
2020-05-27 15:41:33,189,1
2020-05-27 15:43:33,185,0
2020-05-27 15:43:33,848,2
2020-05-27 15:43:33,189,1
2020-05-27 15:45:33,205,0
2020-05-27 15:45:33,903,2
2020-05-27 15:45:33,197,1
2020-05-27 15:47:33,319,0
2020-05-27 15:47:33,1776,2
2020-05-27 15:47:33,334,1
2020-05-27 15:49:33,393,0
2020-05-27 15:49:33,1505,2
2020-05-27 15:49:33,357,1
2020-05-27 15:51:33,366,0
2020-05-27 15:51:33,1299,2
2020-05-27 15:51:33,262,1
2020-05-27 15:53:33,327,0
2020-05-27 15:53:33,1177,2
2020-05-27 15:53:33,277,1
2020-05-27 15:55:57,292,0
2020-05-27 15:55:57,1081,2
2020-05-27 15:55:57,284,1
2020-05-27 15:57:57,367,0
2020-05-27 15:57:57,1475,2
2020-05-27 15:57:57,311,1
2020-05-27 15:59:57,310,0
2020-05-27 15:59:57,1166,2
2020-05-27 15:59:57,277,1
2020-05-27 16:01:57,302,0
2020-05-27 16:01:57,1172,2
2020-05-27 16:01:57,246,1
2020-05-27 16:03:57,313,0
2020-05-27 16:03:57,1076,2
2020-05-27 16:03:57,262,1
2020-05-27 16:05:58,313,0
2020-05-27 16:05:58,1113,2
2020-05-27 16:05:58,285,1
2020-05-27 16:07:58,312,0
2020-05-27 16:07:58,1034,2
2020-05-27 16:07:58,276,1
2020-05-27 16:09:58,451,0
2020-05-27 16:09:58,1362,2
2020-05-27 16:09:58,338,1
2020-05-27 16:11:58,394,0
2020-05-27 16:11:58,1387,2
2020-05-27 16:11:58,327,1
2020-05-27 16:13:58,415,0
2020-05-27 16:13:58,1273,2
2020-05-27 16:13:58,316,1
2020-05-27 16:15:58,509,0
2020-05-27 16:15:58,1205,2
2020-05-27 16:15:58,337,1
2020-05-27 16:17:58,953,0
2020-05-27 16:17:58,1177,2
2020-05-27 16:17:58,358,1
2020-05-27 16:19:58,1899,0
2020-05-27 16:19:58,1003,2
2020-05-27 16:19:58,473,1
2020-05-27 16:21:58,1476,0
2020-05-27 16:21:58,934,2
2020-05-27 16:21:58,454,1
2020-05-27 16:23:58,1331,0
2020-05-27 16:23:58,859,2
2020-05-27 16:23:58,413,1
2020-05-27 16:25:58,1226,0
2020-05-27 16:25:58,927,2
2020-05-27 16:25:58,426,1
2020-05-27 16:27:58,1157,0
2020-05-27 16:27:58,844,2
2020-05-27 16:27:58,362,1
2020-05-27 16:29:58,1141,0
2020-05-27 16:29:58,866,2
2020-05-27 16:29:58,332,1
2020-05-27 16:31:58,1082,0
2020-05-27 16:31:58,829,2
2020-05-27 16:31:58,378,1
2020-05-27 16:33:58,974,0
2020-05-27 16:33:58,801,2
2020-05-27 16:33:58,333,1
2020-05-27 16:35:59,886,0
2020-05-27 16:35:59,737,2
2020-05-27 16:35:59,308,1
2020-05-27 16:37:59,904,0
2020-05-27 16:37:59,678,2
2020-05-27 16:37:59,282,1
2020-05-27 16:39:59,826,0
2020-05-27 16:39:59,642,2
2020-05-27 16:39:59,299,1
2020-05-27 16:41:59,728,0
2020-05-27 16:41:59,595,2
2020-05-27 16:41:59,235,1
2020-05-27 16:43:59,685,0
2020-05-27 16:43:59,571,2
2020-05-27 16:43:59,232,1
2020-05-27 16:45:59,619,0
2020-05-27 16:45:59,506,2
2020-05-27 16:45:59,223,1
2020-05-27 16:47:59,599,0
2020-05-27 16:47:59,539,2
2020-05-27 16:47:59,217,1
2020-05-27 16:49:59,480,0
2020-05-27 16:49:59,479,2
2020-05-27 16:49:59,213,1
2020-05-27 16:51:59,433,0
2020-05-27 16:51:59,442,2
2020-05-27 16:51:59,191,1
2020-05-27 16:53:59,484,0
2020-05-27 16:53:59,388,2
2020-05-27 16:53:59,170,1
2020-05-27 16:55:59,443,0
2020-05-27 16:55:59,380,2
2020-05-27 16:55:59,157,1
2020-05-27 16:57:59,382,0
2020-05-27 16:57:59,360,2
2020-05-27 16:57:59,170,1
2020-05-27 17:00:00,411,0
2020-05-27 17:00:00,355,2
2020-05-27 17:00:00,151,1
2020-05-27 17:02:00,394,0
2020-05-27 17:02:00,324,2
2020-05-27 17:02:00,160,1
2020-05-27 17:04:00,348,0
2020-05-27 17:04:00,329,2
2020-05-27 17:04:00,156,1
2020-05-27 17:06:01,332,0
2020-05-27 17:06:01,360,2
2020-05-27 17:06:01,150,1
